ASIN,商品主图,商品标题,商品详情页链接,小类目,月销量,毛利率,价格($)
B0FN461JF7,https://m.media-amazon.com/images/I/81yEB-M0RRL._AC_US600_.jpg,"Matching Family Christmas Pajamas, Cute Xmas Pjs Sets for Couples/Adult, Holiday 2 Piece Sleepwear Nightwear Jammies",https://www.amazon.com/dp/B0FN461JF7,Men's Pajama Sets,555,53%,19.99
B0FH4FZT8F,https://m.media-amazon.com/images/I/611if5cT5oL._AC_US600_.jpg,YIJIU Women's Summer Cute Cartoon Print Top and Pant Pajama Set Lounge Sleepwear,https://www.amazon.com/dp/B0FH4FZT8F,Women's Pajama Sets,555,49%,19.99
B0FPFH2PTP,https://m.media-amazon.com/images/I/61XvgWXcxGL._AC_US600_.jpg,"Fashion Charms Compatible for Bracelets,S925 Sterling Silver Charms,For Women Jewelry Present | For Women, Compatible for Bracelets, Jewelry Present",https://www.amazon.com/dp/B0FPFH2PTP,Women's Bead Charms,555,62%,17.99
B0FVFTQ2VD,https://m.media-amazon.com/images/I/61HrXlR2qsL._AC_US600_.jpg,"YellovEvey Fidget Spinner Ring for Women:18K Gold Plated Stainless Steel with Mother of Pearl Shell & Cubic Zirconia, Anxiety Relief Spinning Jewelry Gift for Birthday Wedding Engagement Anniversary",https://www.amazon.com/dp/B0FVFTQ2VD,Women's Wedding Bands,555,58%,14.99
B0F8MNNKL9,https://m.media-amazon.com/images/I/61ugApVXrXL._AC_US600_.jpg,Marvolia Large Tote Bag for Women - Lightweight Travel Tote Handbags Work Tote Bags with Zipper for Gym Travel Work,https://www.amazon.com/dp/B0F8MNNKL9,Women's Tote Handbags,554,33%,11.99
B0FSYZS18N,"https://m.media-amazon.com/images/I/41cskHfeUbL._AC_SR600,600_.jpg",SINOPHANT Womens Wide Leg Sweatpants Light Fleece Lined Baggy Lounge Pants with Pockets Fall Drawstring Athletic Joggers,https://www.amazon.com/dp/B0FSYZS18N,Women's Sweatpants,554,48%,12.99
B0FJDRPMB4,https://m.media-amazon.com/images/I/817AxmP1gAL._AC_US600_.jpg,"FZ FANTASTIC ZONE Winter Fingerless Gloves for Women Men, Fleece Warm Knit Type Work Half Finger Gloves for Cold Weather Gift",https://www.amazon.com/dp/B0FJDRPMB4,Women's Cold Weather Gloves,554,50%,11.99
B0FQ4R53G6,https://m.media-amazon.com/images/I/61Z74v81lKL._AC_US600_.jpg,Sumolux Women Beret Hat Wool Vintage French Solid Color Classic Winter Cap,https://www.amazon.com/dp/B0FQ4R53G6,Women's Berets,554,35%,13.99
B0FMK86V7T,https://m.media-amazon.com/images/I/71+upTCGmkL._AC_US600_.jpg,"MAKABO Women's Long Cardigans Lightweight, V Neck Knit Button Front Sweaters with Pockets Trendy Outfits for Business Casual",https://www.amazon.com/dp/B0FMK86V7T,Women's Cardigans,554,45%,17.99
B0FLDBYGJ8,https://m.media-amazon.com/images/I/81Fn0dKd6oL._AC_US600_.jpg,HOFISH Pumping Bra Hands Free Support Nursing & Pumping Bra in One Ultra-Soft Breast Pump Bra All Day Wear,https://www.amazon.com/dp/B0FLDBYGJ8,Maternity Nursing & Maternity Bras,554,60%,19.99
B0FVF8D1X2,https://m.media-amazon.com/images/I/61siNzrLVlL._AC_US600_.jpg,"Gnamy Soccer Cross Necklace Gifts for Boys Men, Cross with Bible Verse Stainless Steel Pendant Chain Valentines Easter Christian Religious Jewelry Gifts for Him Kids Teenage Teens",https://www.amazon.com/dp/B0FVF8D1X2,Boys' Necklaces,553,53%,11.99
B0FMFJ8XZF,https://m.media-amazon.com/images/I/71h5d4M3jPL._AC_US600_.jpg,Vrtige Women's Satin Tank Summer Top Adjustable Spaghetti Lace Trim V Neck Strap Camisole,https://www.amazon.com/dp/B0FMFJ8XZF,Women's Tanks & Camis,553,53%,19.99
B0F845QZ7R,https://m.media-amazon.com/images/I/81e5kj509YL._AC_US600_.jpg,Tournesol Women's 5 Pairs Wool Warm Socks Winter Cozy Thermal Sock Cabin Thick Socks Present for Cold Weather,https://www.amazon.com/dp/B0F845QZ7R,Women's Calf Socks,552,9%,5.99
B0FDJSDLS4,https://m.media-amazon.com/images/I/71rbNwA4WcL._AC_US600_.jpg,WESIDOM Toddler Girl Clothes Ruffle Shoulder Top+Floral Pants 1-6T Toddler Girls Outfits 2 Piece Sets,https://www.amazon.com/dp/B0FDJSDLS4,Baby Girls' Pant Sets,552,46%,14.98
B0FM25QB19,https://m.media-amazon.com/images/I/6161v9EeRvL._AC_US600_.jpg,"CleanCrown Ultrasonic Jewelry Cleaner Solution (250ml), Jewelry Cleaner for Gold, Silver, Diamond and More, Gold Jewelry Cleaner Liquid, Gentle Jewelry Cleaning Solution for Ultrasonic Machines & Manual Use",https://www.amazon.com/dp/B0FM25QB19,Jewelry Cleaning & Care Products,552,46%,9.99
B0FGQ878XS,https://m.media-amazon.com/images/I/51LAZiCuG+L._AC_US600_.jpg,"Turandoss Christmas Gifts for Grandkids - Stocking Stuffers for Teen Girls, 6 7 8 9 10 11 12 13 14 15 16 Year Old Girls Birthday Gifts, 14K Dainty Gold Plated Created Birthstone Bracelets for Women",https://www.amazon.com/dp/B0FGQ878XS,Girls' Link Bracelets,551,49%,7.99
B0FR4TKH2M,https://m.media-amazon.com/images/I/81f3zNybKGL._AC_US600_.jpg,Kids Boys Girls Ball Sports Slippers Soft Plush Lined Winter Warm House Shoes Memory Foam Cozy Non-Slip Indoor Home Bedroom Slippers,https://www.amazon.com/dp/B0FR4TKH2M,Boys' Slippers,551,48%,9.99
B0FD9Z5P6Q,https://m.media-amazon.com/images/I/61InTMutU9L._AC_US600_.jpg,"3 Pack Leggings for Women, High Waisted Tummy Control No See-Through Yoga Pants for Workout Running",https://www.amazon.com/dp/B0FD9Z5P6Q,Women's Activewear Leggings,551,49%,19.99
B0FF53CGQQ,https://m.media-amazon.com/images/I/81niroq1iSL._AC_US600_.jpg,"UNGENT THEM Joshua 1:9 Encouraging Christian Birthday Gifts for Boys Teens Men, Bible Verse Leather Cross Bracelet",https://www.amazon.com/dp/B0FF53CGQQ,Boys' Bracelets,550,61%,16.99
B0FJLQLRB8,https://m.media-amazon.com/images/I/71ZhiUrdokL._AC_US600_.jpg,YUHAN PRETTY Kids Ski Mask Neck Warmer Winter Neck Gaiter Boys Girls Warm Thermal Fleece Lined Knitted Scarf for Cold Weather,https://www.amazon.com/dp/B0FJLQLRB8,Girls' Cold Weather Neck Gaiters,549,41%,6.99
B0FVM5KJHV,https://m.media-amazon.com/images/I/61eNBz6yseL._AC_US600_.jpg,Avotto S925 Sterling Silver Cuban Chain Necklace for Women 3mm/5mm Thick Sturdy & Colourfast Women's Chain Necklaces Christmas Jewelry Gifts 16/18/20/22/24/Inch,https://www.amazon.com/dp/B0FVM5KJHV,Women's Chain Necklaces,549,60%,15.99
B0FX56B5VG,https://m.media-amazon.com/images/I/61tbAR2tiSL._AC_US600_.jpg,"pequano 14PCS luminous Dinosaur Charms Decoration for Shoe,charms for boys Decoration for Bag,Bracelets Dinosaurs Themed Party Favor",https://www.amazon.com/dp/B0FX56B5VG,Shoe Decoration Charms,549,18%,3.98
B0FFGTCK64,"https://m.media-amazon.com/images/I/51hvKMA+PEL._AC_SR600,600_.jpg",Comfoex Kids Wool Socks Warm Thick Thermal Cozy Soft Crew Socks for Boys 4-10 Years Old 6 Pairs,https://www.amazon.com/dp/B0FFGTCK64,Boys' Crew Socks,548,38%,12.99
B0FJM9MQ6X,https://m.media-amazon.com/images/I/71MeXVMmMKL._AC_US600_.jpg,4/5/6 Pairs Stainless Steel 30/40/50/60/70 mm Silver 14K Gold Hoop Earrings for Women Hypoallergenic Big Thin Lightweight Dangle Set,https://www.amazon.com/dp/B0FJM9MQ6X,Women's Hoop Earrings,548,39%,5.99
B0FKGYD98Q,https://m.media-amazon.com/images/I/81DIx+ZjwzL._AC_US600_.jpg,"Zosenley Wooden Valet Tray with Leather Base - Nightstand Catchall Organizer for Cologne, Perfume, Keys, Wallet, Phone, Watch, Jewelry & Sunglasses (Black)",https://www.amazon.com/dp/B0FKGYD98Q,Jewelry Trays,547,42%,12.99
B0FXQHB92M,https://m.media-amazon.com/images/I/71eg7VOEKCL._AC_US600_.jpg,Little bety Girls Cute Printed Underwear Kids Cotton Comfort Panty Briefs Toddler Undies(Pack of 6) Multipack,https://www.amazon.com/dp/B0FXQHB92M,Girls' Panties,547,33%,9.99
B0FM3Y4XZX,https://m.media-amazon.com/images/I/216T5o22wvL._AC_US600_.jpg,Christmas Snowflake Earring for Women Dainty Snowflake Pearl Drop Dangle Earrings Sparkly White Zirconia Snowflakes Stud Earrings Christmas costume Jewelry Gifts,https://www.amazon.com/dp/B0FM3Y4XZX,Women's Drop & Dangle Earrings,546,39%,5.99
B0FN349CMQ,"https://m.media-amazon.com/images/I/51WcDGi7MCL._AC_SR600,600_.jpg",Jeasona Funny Hat for Men Baseball Cap Gifts for Men Dad Grandpa Papa Husband Adjustable,https://www.amazon.com/dp/B0FN349CMQ,Men's Baseball Caps,546,30%,12.99
B0FFGZJKVP,https://m.media-amazon.com/images/I/8121U8BnB-L._AC_US600_.jpg,"BOKIOW Women Tummy Control Underwear,High Waisted Lace Panties, High Cut Silky Soft Ladies Postpartum Brief Multipack",https://www.amazon.com/dp/B0FFGZJKVP,Women's Briefs,546,60%,19.99
B0FMNQS5PL,https://m.media-amazon.com/images/I/612Ffl1l-GL._AC_US600_.jpg,Lckaey Purse Organizer Insert For Longchamp Bag Women Purse Tote Large For Long Champ Le Pliage organizer 2025beige-L,https://www.amazon.com/dp/B0FMNQS5PL,Handbag Organizers,546,45%,15.71
B0FH65YXM6,https://m.media-amazon.com/images/I/71cGp+ZAdPL._AC_US600_.jpg,Plus Size Magic Kingdom Shirts for Women Castle Graphic T Shirt Cute Holiday Shirt Princess Tee Funny Vacation Tops,https://www.amazon.com/dp/B0FH65YXM6,Women's T-Shirts,546,54%,17.99
B0FS77TXXG,https://m.media-amazon.com/images/I/81MEfpWl7CL._AC_US600_.jpg,7 Inch Men Swim Trunks with Compression Breathable Liner Quick Dry Zipper Pockets for Pool Board Beach Cruise,https://www.amazon.com/dp/B0FS77TXXG,Men's Swim Trunks,546,60%,19.99
B0FX3T71D1,https://m.media-amazon.com/images/I/71SSpRvYpCL._AC_US600_.jpg,ALLTHRO Mens Workout Tank Tops Quick Dry Sleeveless Running Shirts Gym Muscle Bodybuilding Shirts for Men,https://www.amazon.com/dp/B0FX3T71D1,Men's Activewear Tank Tops,546,22%,4.99
B0FLDDZNCD,https://m.media-amazon.com/images/I/81fBgaEOZ9L._AC_US600_.jpg,GUSLESON Solid Bow Ties for Boys Pre-Tied Baby Kids Bow Tie Adjustable Toddler Bowties for Wedding Party,https://www.amazon.com/dp/B0FLDDZNCD,Boys' Bow Ties,545,41%,6.95
B0FM2HN41F,https://m.media-amazon.com/images/I/71MhXwfOM8L._AC_US600_.jpg,Aquavel Thora Women's Cute Bow Slippers Cartoon House Fur Shoes Cozy Indoor Momory Foam Outdoor,https://www.amazon.com/dp/B0FM2HN41F,Women's Slippers,545,51%,17.99
B0FNW9FCN3,https://m.media-amazon.com/images/I/61d5Es3TwWL._AC_US600_.jpg,Axumity Tween Girls Clothes Sporty Color Blocking Numeral Print Sweatshirt & Cargo Pants Outfit Set,https://www.amazon.com/dp/B0FNW9FCN3,Girls' Pant Sets,545,56%,19.99
B0FRMQZ2Z9,https://m.media-amazon.com/images/I/81mTyzysoCL._AC_US600_.jpg,Yvowming Newborn Baby Girl Clothes Ruffle Jumpsuit Romper Infant Coming Home Outfit for Baby Girl,https://www.amazon.com/dp/B0FRMQZ2Z9,Baby Girls' One-Piece Rompers,545,62%,19.99
B0FSCSYTKG,https://m.media-amazon.com/images/I/614cxqBokTL._AC_US600_.jpg,"GOLRIDI Wallet for Men, Slim Minimalist Carbon Fiber Wallet with Metal Money Clip/Cash Strap, RFID Blocking Aluminum Card Holder,Matte Carbon Fiber",https://www.amazon.com/dp/B0FSCSYTKG,Men's Wallets,545,54%,9.99
B0FR3MS87K,https://m.media-amazon.com/images/I/514GN9bmc9L._AC_US600_.jpg,"Teskyer Transparent Shoe Bags for Travel, 15.7"" x 11.8"" Waterproof Portable Travel Shoe Storage Bags for Packing - Travel Essentials for Men & Women, 6 PCS",https://www.amazon.com/dp/B0FR3MS87K,Shoe Bags,544,26%,4.73
B0F6CW99SM,https://m.media-amazon.com/images/I/91THlDKsBkL._AC_US600_.jpg,5 Pairs Merino Wool Hiking Socks Thermal Warm Winter Cozy Moisture Wicking Cushioned Socks for Men,https://www.amazon.com/dp/B0F6CW99SM,Men's Hiking Socks,544,53%,18.99
B0FX3R6K9S,https://m.media-amazon.com/images/I/51ejbOJD90L._AC_US600_.jpg,"Breathable Balaclava Ski Mask for Men Women, Warm Winter Face Mask for Cold Weather Motorcycling Skiing Outdoor Work",https://www.amazon.com/dp/B0FX3R6K9S,Women's Balaclavas,544,32%,8.99
B0FKMZMMNV,https://m.media-amazon.com/images/I/71smhkepFUL._AC_US600_.jpg,"Fullmosa Magnetic Braided Watch Bands - 20mm 22mm Quick Release Replacement Wristband, Stretchy Nylon Solo Loop Compatible with Traditional and Smartwatches for Men Women",https://www.amazon.com/dp/B0FKMZMMNV,Women's Watch Bands,544,54%,12.99
B0FF26TWTD,https://m.media-amazon.com/images/I/61P7NQDQlxL._AC_US600_.jpg,"Herxion Bracelets for Men & Women - Natural Gemstone Raw Beads Stretch Bracelet, Irregular Chips Healing Crystal Jewelry. Anxiety Relief for Stress & Negative Energy Protection.",https://www.amazon.com/dp/B0FF26TWTD,Women's Bracelets,544,39%,5.99
B0FGJDY1NC,https://m.media-amazon.com/images/I/81KJgaxT9mL._AC_US600_.jpg,PATPAT Family Christmas Pajamas Matching Sets Holiday Christmas Pjs for Womens Kids Sleepwear including Socks,https://www.amazon.com/dp/B0FGJDY1NC,Women's Pajama Sets,544,53%,9.99
B0FK9QVXJ1,https://m.media-amazon.com/images/I/81ApfL0+0bL._AC_US600_.jpg,"VoJoPi 5 Pairs Fuzzy Socks for Women - Microfiber Super Soft Fluffy Warm Winter Home Bed Cute Sleeping Cozy Socks, US 5-10",https://www.amazon.com/dp/B0FK9QVXJ1,Women's Slipper Socks,543,19%,5.99
B0FTW7PBPD,https://m.media-amazon.com/images/I/61tsMia-voL._AC_US600_.jpg,"Luggage Straps 3 PCS for Suitcases TSA Approved 2 Short & 1 Long Adjustable Straps with Elastic Thick Rope for Connecting Suitcases and Bags Stably with Strap Buckle and Bottle Buckle Clip, Black",https://www.amazon.com/dp/B0FTW7PBPD,Luggage Straps,543,48%,12.99
B0FDGF1Y7R,https://m.media-amazon.com/images/I/81QOAYJlrhL._AC_US600_.jpg,"Oliumt Winter Fingerless Gloves for Men Women,Warm Knitted Half Finger Gloves Driving Working Biking for Cold Weather",https://www.amazon.com/dp/B0FDGF1Y7R,Men's Cold Weather Gloves,543,53%,9.99
B0FH4XG49T,https://m.media-amazon.com/images/I/71do5Se25IL._AC_US600_.jpg,ZOORON Reversible Skull Caps for Men Women Reversible Beanie with -Double Side Warm Winter Fisherman Beanie,https://www.amazon.com/dp/B0FH4XG49T,Women's Skullies & Beanies,542,12%,3.99
B0F8BP9X35,https://m.media-amazon.com/images/I/91jDvMuR11L._AC_US600_.jpg,"LIFPAU Todder Non Slip Socks, Kids Grip Ankle Socks, Anti Skid Sock 15 Pairs for Active Boys Girls Kids 6Months-7Years",https://www.amazon.com/dp/B0F8BP9X35,Baby Boys' Socks,542,21%,7.99
B0FN4L6HHQ,https://m.media-amazon.com/images/I/71XPLBSdsfL._AC_US600_.jpg,Jelbolin Winter Neck Warmer Gaiter: 4 Pack Windproof Face Ski Mask Fleece Face Cover Scarf for Cold Weather Sports and Work,https://www.amazon.com/dp/B0FN4L6HHQ,Men's Cold Weather Neck Gaiters,541,43%,13.99
B0FSWT71VX,https://m.media-amazon.com/images/I/61k3BrDtwEL._AC_US600_.jpg,"Snycler Bubble Initial Keychain for Women, Gold Letter Charm with Cherry & Bow, Cute Bag Accessories for Purse Backpack",https://www.amazon.com/dp/B0FSWT71VX,Women's Keyrings & Keychains,541,50%,7.99
B0FH4V5VJ6,https://m.media-amazon.com/images/I/71OSN9PboaL._AC_US600_.jpg,"HEYSKAY Lip Balm Holder Keychain,Stocking Stuffers Gifts Lipstick Keychain Holder Compatible with Chapstick,Lipgloss Keychain",https://www.amazon.com/dp/B0FH4V5VJ6,Women's Keyrings & Keychains,541,49%,7.95
B0FZT1X77D,https://m.media-amazon.com/images/I/61iwSlGfwHL._AC_US600_.jpg,Lepunuo Women Flowy Maxi Skirts Summer Pleated Elastic High Waisted A-Line Trendy Floral Long Skirts with Pocket,https://www.amazon.com/dp/B0FZT1X77D,Women's Novelty Skirts,541,43%,13.49
B0FL7TWCR1,https://m.media-amazon.com/images/I/91NrWnxmTOL._AC_US600_.jpg,Non Slip Socks for Women with Grips Thermal Winter Warm Thick Cozy Cabin Crew Comfy Anti Skid Slipper Socks Gifts for Women,https://www.amazon.com/dp/B0FL7TWCR1,Women's Slipper Socks,541,45%,14.89
B0FH55YY3F,"https://m.media-amazon.com/images/I/41xUWRe7o4L._AC_SR600,600_.jpg",Queen Hero Funny Gifts Chicken Slippers fo Womens Mens and Novelty Chicken Leg Socks Combination Gifts,https://www.amazon.com/dp/B0FH55YY3F,Women's Novelty Socks,540,45%,19.99
B0FH62HX1V,https://m.media-amazon.com/images/I/51uAU0Wb1RL._AC_US600_.jpg,"Dvoliaw Straight Leg Scrub Pants for Women with 7 Pockets & Drawstring Women's Scrub Pants, Mid-Rise Straight Fit Cargo Pants Wine Red",https://www.amazon.com/dp/B0FH62HX1V,Women's Medical Scrub Pants,540,53%,19.99
B0FH4MRPBR,https://m.media-amazon.com/images/I/71XJSYb3wtL._AC_US600_.jpg,Rosoz Kids Knit Beanie Boys Girls Beanies- Kids Winter Reversible Beanie Hats with Double Sides for 7-12 Years,https://www.amazon.com/dp/B0FH4MRPBR,Boys' Hiking & Outdoor Recreation Hats & Headwear,540,22%,4.99
B0FF9PX1JK,https://m.media-amazon.com/images/I/61QBHGwpUIL._AC_US600_.jpg,"XGALBLA Cute Flower Initial Letter Keychain for Women, Flower Charms, Bag & Purse Charms for Handbags & Backpacks Accessories",https://www.amazon.com/dp/B0FF9PX1JK,Women's Keyrings & Keychains,540,45%,6.99
B0F47927G7,https://m.media-amazon.com/images/I/71ykfPMaDfL._AC_US600_.jpg,"Lapanjuor 4 Pairs Shoe Laces for Sneakers,Fashion Soft Satin Ribbon Shoelaces for Women Girls,Casual Shoes Shoestring",https://www.amazon.com/dp/B0F47927G7,Shoelaces,540,56%,9.99
B0FQ4MDGZG,https://m.media-amazon.com/images/I/81weF42SX7L._AC_US600_.jpg,LOYALLOOK Small Chunky Gold Hoop Earrings for Women Hypoallergenic 14K Gold Filled Huggie Earrings for Women Trendy Cartilage Hoop Earring Stacks Lightweight Earring Sets for Multiple Piercing,https://www.amazon.com/dp/B0FQ4MDGZG,Women's Hoop Earrings,539,55%,12.99
B0FLJDJJ7W,"https://m.media-amazon.com/images/I/31HqFTCFrSL._AC_SR600,600_.jpg","Ousmile Thermal Underwear Set for Women Long Johns with Fleece Lined, Base Layer Women Cold Weather Top Bottom",https://www.amazon.com/dp/B0FLJDJJ7W,Women's Thermal Underwear Sets,539,38%,14.99
B0FMF8BCDX,https://m.media-amazon.com/images/I/61+Epnf6GpL._AC_US600_.jpg,"SKIRIFLA Triple Threat Protection Anxiety Relief Gifts for Women,Natural Healing Crystal Bracelet Evil Eye Jewelry for Her Friends",https://www.amazon.com/dp/B0FMF8BCDX,Women's Link Bracelets,539,55%,12.99
B0FGD6R2T3,https://m.media-amazon.com/images/I/71DpYMQqHeL._AC_US600_.jpg,Baby Boy Toddler Fall Outfit Striped Sweatshirt Toddler Boy Winter Waffle Clothes 3 6 12 18 Months 2 3 T Pant Set,https://www.amazon.com/dp/B0FGD6R2T3,Baby Boys' Pants Sets,539,50%,17.99
B0FPC6S2WT,https://m.media-amazon.com/images/I/61ka1bZ7nVL._AC_US600_.jpg,"2 Pairs Chicken Leg Socks, Funny 3D Novelty Chicken Feet Knee-High & Mid-Calf Socks for Women Men, Animal Paw Socks for White Elephant Gifts, Thanksgiving Xmas Halloween Party Stocking Stuffers",https://www.amazon.com/dp/B0FPC6S2WT,Men's Novelty Socks,538,15%,5.98
B0FHJL5KNL,https://m.media-amazon.com/images/I/61etkLM+CuL._AC_US600_.jpg,Fimhut Gold Bow Necklace for Women - 18K Gold Plated Dainty Gold Necklace Cute Small Tiny Bow Pendant Choker Chain Necklaces Trendy Necklaces for Women Gold Jewelry Gift,https://www.amazon.com/dp/B0FHJL5KNL,Women's Pendant Necklaces,538,53%,11.99
B0FB3Y3YJH,https://m.media-amazon.com/images/I/61jwrJoeVIL._AC_US600_.jpg,Beftwo Women Bbl Jackets with Hood Compression Workout Tops Lined or Unlined Lightweight Yoga Gym Jacket with Thumb Hole,https://www.amazon.com/dp/B0FB3Y3YJH,Women's Athletic Jackets,537,49%,19.99
B0FN3DMVKS,https://m.media-amazon.com/images/I/61z8K9on7BL._AC_US600_.jpg,Trendy Queen Womens Wide Leg Sweatpants Drawstring High Waisted Lounge Barrel Pants Fall Baggy Athletic Joggers with Pockets,https://www.amazon.com/dp/B0FN3DMVKS,Women's Sweatpants,536,36%,14.99
B0FPCM75VB,https://m.media-amazon.com/images/I/51Lls6momsL._AC_US600_.jpg,COTTON DAY Women's Cotton Thigh High Over Knee Socks Extra Long Boot Stockings Leg Warmers Black White Burgundy,https://www.amazon.com/dp/B0FPCM75VB,Women's Knee-High Socks,536,53%,9.99
B0FNC7C1P8,https://m.media-amazon.com/images/I/71yvDofOVtL._AC_US600_.jpg,KuaiLu Womens Supportive Memory Foam Slippers Felt Fuzzy Lined Heel Cushion Lightweight House Shoes for Indoor Outdoor,https://www.amazon.com/dp/B0FNC7C1P8,Women's Slippers,536,47%,15.99
B0FYNFVR2Z,https://m.media-amazon.com/images/I/61E30AaJ+rL._AC_US600_.jpg,LOMON Palazzo Pants for Women Casual Wide Leg Flowy Pants Beach Vacation Clothes Elastic Waist Boho Trousers with Pockets,https://www.amazon.com/dp/B0FYNFVR2Z,Women's Casual Pants & Capris,536,56%,16.99
B0FM74YRVP,https://m.media-amazon.com/images/I/91fHTIiThwL._AC_US600_.jpg,"6PCS Multicolor Mesh Bag Drawstring, 14 x 17 Inch Net Bag with Lock, Multipurpose Storage Bags for Gym, Laundry, Balls, Beach and Toys",https://www.amazon.com/dp/B0FM74YRVP,Gym Drawstring Bags,536,34%,7.99
B0FT87D5NW,"https://m.media-amazon.com/images/I/412nKP5SbIL._AC_SR600,600_.jpg","Huccbs Beanie with Light Unisex, USB Rechargeable Hat with Light, 4 Lighting Modes LED Headlamp Beanie for Men Dad Father Husband Him Christmas Black",https://www.amazon.com/dp/B0FT87D5NW,Men's Skullies & Beanies,536,31%,9.99
B0FJLD894X,https://m.media-amazon.com/images/I/7153aiR9R6L._AC_US600_.jpg,Wireless Bras for Women Deep V Design Flexible Soft Bralette Seamless T Shirt Supportive Bra No Underwire,https://www.amazon.com/dp/B0FJLD894X,Everyday Bras,535,47%,14.99
B0FJD23RRC,https://m.media-amazon.com/images/I/91jC9G1FetL._AC_US600_.jpg,"IKIATY Christian Gifts for Women Girls, Religious Cross Bracelet, Birthday Christmas Easter Baptism Confirmation First Communion Valentines Day Graduation Gifts for Her",https://www.amazon.com/dp/B0FJD23RRC,Girls' Charm Bracelets,535,60%,15.99
B0FHG2H3WQ,https://m.media-amazon.com/images/I/81HOCP4RlGL._AC_US600_.jpg,Wytidian Crossbody Bags for Women Waterproof Nylon Shoulder Bag Roomy Multiple Pockets Messenger Purses Handbags,https://www.amazon.com/dp/B0FHG2H3WQ,Women's Crossbody Handbags,535,41%,14.35
B0FM3JVS3Q,"https://m.media-amazon.com/images/I/31oxmQ-XvrL._AC_SR600,600_.jpg",ISEEGZ Womens Fleece Lined Pants High Waisted Flare Cargo Leggings for Women 6 Pockets Hiking Outdoor Winter Thermal Black,https://www.amazon.com/dp/B0FM3JVS3Q,Women's Hiking Pants,535,36%,14.99
B0FKTHXSTH,"https://m.media-amazon.com/images/I/41Y4BzZky2L._AC_SR600,600_.jpg","Soziprix Funny Golf Socks for Men | Hilarious Gifts for Him, Golf Accessories & Themed Gifts for Golfers (Size 10-13)",https://www.amazon.com/dp/B0FKTHXSTH,Men's Novelty Socks,534,34%,5.99
B0FL6Z27H8,https://m.media-amazon.com/images/I/81UFy5FsRdL._AC_US600_.jpg,"LUCKINEE Lip Balm Holder For ChapStick Lip Gloss Lipstick Holder Key Chains Cute, Small Christmas Gifts Stocking Stuffers",https://www.amazon.com/dp/B0FL6Z27H8,Women's Keyrings & Keychains,534,43%,6.99
B0FLQ947XM,https://m.media-amazon.com/images/I/71HUKzwYSeL._AC_US600_.jpg,VIBILIA 31.5 Inch Leg Warmers Thigh High Socks Non-Slip Over Knee Footless Extra Long Warm Winter Socks for Women Dance Yoga,https://www.amazon.com/dp/B0FLQ947XM,Women's Leg Warmers,534,22%,9.99
B0FC2G4DNX,https://m.media-amazon.com/images/I/71ogVDBFZ3L._AC_US600_.jpg,ORAZIO 925 Sterling Silver Flat Back Stud Earrings for Women Hypoallergenic 14K Gold Plated Cartilage Earrings for Sensitive Ears Small CZ Opal Conch Helix Tragus Piercing Jewelry 3 Pairs 20G,https://www.amazon.com/dp/B0FC2G4DNX,Women's Stud Earrings,534,60%,15.99
B0FPB67FYD,https://m.media-amazon.com/images/I/61ouadouLXL._AC_US600_.jpg,Womens V Neck Christmas Shirt Merry Christmas Graphic Tees Funny Holiday Xmas T-Shirts Winter Gift Tops,https://www.amazon.com/dp/B0FPB67FYD,Women's T-Shirts,534,54%,13.99
B0FPKHXYKX,https://m.media-amazon.com/images/I/610LQj6BR9L._AC_US600_.jpg,"DITUFIDGTS Friendship Matching Bracelets Merch Toys, K-Style Adjustable Couple Bracelets - Handmade Concert Fans Costume Gift for Men, Women and Stocking Stuffers Teens",https://www.amazon.com/dp/B0FPKHXYKX,Women's Bracelets,534,39%,5.99
B0G19456TP,https://m.media-amazon.com/images/I/61pVgfihrOL._AC_US600_.jpg,Yoosteel Valentines Day Gifts for Her - Dainty 14K Gold Plated Pearl Choker Necklace Minimalist Elegant Layered Pendant Necklace for Women Trendy Bridal Bridesmaid Wedding Gift Jewelry,https://www.amazon.com/dp/B0G19456TP,Women's Pendant Necklaces,533,55%,9.99
B0FP9L5BHT,https://m.media-amazon.com/images/I/719jSTfFO9L._AC_US600_.jpg,KUKUYOMY 20 Pcs Bling Shoe Charms for Women Gold Chain Accessories Girly Cute Shoe Decoration Include Pearl Rhinestone Butterfly Flower for Party Favor,https://www.amazon.com/dp/B0FP9L5BHT,Shoe Decoration Charms,533,49%,7.99
B0FPCV34BJ,https://m.media-amazon.com/images/I/71cu+ANbHoL._AC_US600_.jpg,"Doyesiee Kids Scarf for Girls Boys, Winter Long Fleece Lining Scarves Knitted Cross Tie Neck Warmer for Cold Weather",https://www.amazon.com/dp/B0FPCV34BJ,Girl's Fashion Scarves,533,56%,14.99
B0FBX6Q3YH,https://m.media-amazon.com/images/I/71kXjOAC2FL._AC_US600_.jpg,"VGUBLG 2 Pair Boot Laces Round Shoelaces for Boots,Work,Hiking Shoe Strings for Kids,Women and Men",https://www.amazon.com/dp/B0FBX6Q3YH,Shoelaces,533,31%,4.99
B0FDKVJSTT,https://m.media-amazon.com/images/I/91ffdmgc1zL._AC_US600_.jpg,DONWEN Girl Skirt Sets 3 Piece Outfits Crew Neck Ribbed Tops Plaid Mini Skirt Shorts with Bowtie + Beret Fall Winter Clothes,https://www.amazon.com/dp/B0FDKVJSTT,Girls' Skirt Sets,533,38%,14.99
